item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,rc_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
42,admired,embed,local,1,d,rc_subj,number,customer,bankers,doubted,himself,The customer that the bankers admired doubted himself . <eos>,The customer that the bankers admired doubted himself .
43,admired,embed,local,1,a,none,none,mechanic,officer,hurt,himself,The mechanic that the officer admired hurt himself . <eos>,The mechanic that the officer admired hurt himself .
43,admired,embed,local,1,b,none,none,officer,mechanic,hurt,himself,The officer that the mechanic admired hurt himself . <eos>,The officer that the mechanic admired hurt himself .
43,admired,embed,local,1,c,none,none,banker,officer,hurt,himself,The banker that the officer admired hurt himself . <eos>,The banker that the officer admired hurt himself .
43,admired,embed,local,1,d,none,none,officer,banker,hurt,himself,The officer that the banker admired hurt himself . <eos>,The officer that the banker admired hurt himself .
43,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,hurt,himself,The mechanics that the officer admired hurt himself . <eos>,The mechanics that the officer admired hurt himself .
43,admired,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,hurt,himself,The officers that the mechanic admired hurt himself . <eos>,The officers that the mechanic admired hurt himself .
43,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,hurt,himself,The bankers that the officer admired hurt himself . <eos>,The bankers that the officer admired hurt himself .
43,admired,embed,nonlocal,0,d,matrix_subj,number,officers,banker,hurt,himself,The officers that the banker admired hurt himself . <eos>,The officers that the banker admired hurt himself .
43,admired,embed,local,1,a,rc_subj,number,mechanic,officers,hurt,himself,The mechanic that the officers admired hurt himself . <eos>,The mechanic that the officers admired hurt himself .
43,admired,embed,local,1,b,rc_subj,number,officer,mechanics,hurt,himself,The officer that the mechanics admired hurt himself . <eos>,The officer that the mechanics admired hurt himself .
43,admired,embed,local,1,c,rc_subj,number,banker,officers,hurt,himself,The banker that the officers admired hurt himself . <eos>,The banker that the officers admired hurt himself .
43,admired,embed,local,1,d,rc_subj,number,officer,bankers,hurt,himself,The officer that the bankers admired hurt himself . <eos>,The officer that the bankers admired hurt himself .
44,admired,embed,local,1,a,none,none,mechanic,officer,injured,himself,The mechanic that the officer admired injured himself . <eos>,The mechanic that the officer admired injured himself .
44,admired,embed,local,1,b,none,none,officer,mechanic,injured,himself,The officer that the mechanic admired injured himself . <eos>,The officer that the mechanic admired injured himself .
44,admired,embed,local,1,c,none,none,banker,officer,injured,himself,The banker that the officer admired injured himself . <eos>,The banker that the officer admired injured himself .
44,admired,embed,local,1,d,none,none,officer,banker,injured,himself,The officer that the banker admired injured himself . <eos>,The officer that the banker admired injured himself .
44,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,injured,himself,The mechanics that the officer admired injured himself . <eos>,The mechanics that the officer admired injured himself .
44,admired,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,injured,himself,The officers that the mechanic admired injured himself . <eos>,The officers that the mechanic admired injured himself .
44,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,injured,himself,The bankers that the officer admired injured himself . <eos>,The bankers that the officer admired injured himself .
44,admired,embed,nonlocal,0,d,matrix_subj,number,officers,banker,injured,himself,The officers that the banker admired injured himself . <eos>,The officers that the banker admired injured himself .
44,admired,embed,local,1,a,rc_subj,number,mechanic,officers,injured,himself,The mechanic that the officers admired injured himself . <eos>,The mechanic that the officers admired injured himself .
44,admired,embed,local,1,b,rc_subj,number,officer,mechanics,injured,himself,The officer that the mechanics admired injured himself . <eos>,The officer that the mechanics admired injured himself .
44,admired,embed,local,1,c,rc_subj,number,banker,officers,injured,himself,The banker that the officers admired injured himself . <eos>,The banker that the officers admired injured himself .
44,admired,embed,local,1,d,rc_subj,number,officer,bankers,injured,himself,The officer that the bankers admired injured himself . <eos>,The officer that the bankers admired injured himself .
45,admired,embed,local,1,a,none,none,mechanic,officer,congratulated,himself,The mechanic that the officer admired congratulated himself . <eos>,The mechanic that the officer admired congratulated himself .
45,admired,embed,local,1,b,none,none,officer,mechanic,congratulated,himself,The officer that the mechanic admired congratulated himself . <eos>,The officer that the mechanic admired congratulated himself .
45,admired,embed,local,1,c,none,none,banker,officer,congratulated,himself,The banker that the officer admired congratulated himself . <eos>,The banker that the officer admired congratulated himself .
45,admired,embed,local,1,d,none,none,officer,banker,congratulated,himself,The officer that the banker admired congratulated himself . <eos>,The officer that the banker admired congratulated himself .
45,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,congratulated,himself,The mechanics that the officer admired congratulated himself . <eos>,The mechanics that the officer admired congratulated himself .
45,admired,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,congratulated,himself,The officers that the mechanic admired congratulated himself . <eos>,The officers that the mechanic admired congratulated himself .
45,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,congratulated,himself,The bankers that the officer admired congratulated himself . <eos>,The bankers that the officer admired congratulated himself .
45,admired,embed,nonlocal,0,d,matrix_subj,number,officers,banker,congratulated,himself,The officers that the banker admired congratulated himself . <eos>,The officers that the banker admired congratulated himself .
45,admired,embed,local,1,a,rc_subj,number,mechanic,officers,congratulated,himself,The mechanic that the officers admired congratulated himself . <eos>,The mechanic that the officers admired congratulated himself .
45,admired,embed,local,1,b,rc_subj,number,officer,mechanics,congratulated,himself,The officer that the mechanics admired congratulated himself . <eos>,The officer that the mechanics admired congratulated himself .
45,admired,embed,local,1,c,rc_subj,number,banker,officers,congratulated,himself,The banker that the officers admired congratulated himself . <eos>,The banker that the officers admired congratulated himself .
45,admired,embed,local,1,d,rc_subj,number,officer,bankers,congratulated,himself,The officer that the bankers admired congratulated himself . <eos>,The officer that the bankers admired congratulated himself .
46,admired,embed,local,1,a,none,none,mechanic,officer,embarrassed,himself,The mechanic that the officer admired embarrassed himself . <eos>,The mechanic that the officer admired embarrassed himself .
46,admired,embed,local,1,b,none,none,officer,mechanic,embarrassed,himself,The officer that the mechanic admired embarrassed himself . <eos>,The officer that the mechanic admired embarrassed himself .
46,admired,embed,local,1,c,none,none,banker,officer,embarrassed,himself,The banker that the officer admired embarrassed himself . <eos>,The banker that the officer admired embarrassed himself .
46,admired,embed,local,1,d,none,none,officer,banker,embarrassed,himself,The officer that the banker admired embarrassed himself . <eos>,The officer that the banker admired embarrassed himself .
46,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,embarrassed,himself,The mechanics that the officer admired embarrassed himself . <eos>,The mechanics that the officer admired embarrassed himself .
46,admired,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,embarrassed,himself,The officers that the mechanic admired embarrassed himself . <eos>,The officers that the mechanic admired embarrassed himself .
46,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,embarrassed,himself,The bankers that the officer admired embarrassed himself . <eos>,The bankers that the officer admired embarrassed himself .
46,admired,embed,nonlocal,0,d,matrix_subj,number,officers,banker,embarrassed,himself,The officers that the banker admired embarrassed himself . <eos>,The officers that the banker admired embarrassed himself .
46,admired,embed,local,1,a,rc_subj,number,mechanic,officers,embarrassed,himself,The mechanic that the officers admired embarrassed himself . <eos>,The mechanic that the officers admired embarrassed himself .
46,admired,embed,local,1,b,rc_subj,number,officer,mechanics,embarrassed,himself,The officer that the mechanics admired embarrassed himself . <eos>,The officer that the mechanics admired embarrassed himself .
46,admired,embed,local,1,c,rc_subj,number,banker,officers,embarrassed,himself,The banker that the officers admired embarrassed himself . <eos>,The banker that the officers admired embarrassed himself .
46,admired,embed,local,1,d,rc_subj,number,officer,bankers,embarrassed,himself,The officer that the bankers admired embarrassed himself . <eos>,The officer that the bankers admired embarrassed himself .
47,admired,embed,local,1,a,none,none,mechanic,officer,disguised,himself,The mechanic that the officer admired disguised himself . <eos>,The mechanic that the officer admired disguised himself .
47,admired,embed,local,1,b,none,none,officer,mechanic,disguised,himself,The officer that the mechanic admired disguised himself . <eos>,The officer that the mechanic admired disguised himself .
47,admired,embed,local,1,c,none,none,banker,officer,disguised,himself,The banker that the officer admired disguised himself . <eos>,The banker that the officer admired disguised himself .
47,admired,embed,local,1,d,none,none,officer,banker,disguised,himself,The officer that the banker admired disguised himself . <eos>,The officer that the banker admired disguised himself .
47,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,disguised,himself,The mechanics that the officer admired disguised himself . <eos>,The mechanics that the officer admired disguised himself .
47,admired,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,disguised,himself,The officers that the mechanic admired disguised himself . <eos>,The officers that the mechanic admired disguised himself .
47,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,disguised,himself,The bankers that the officer admired disguised himself . <eos>,The bankers that the officer admired disguised himself .
47,admired,embed,nonlocal,0,d,matrix_subj,number,officers,banker,disguised,himself,The officers that the banker admired disguised himself . <eos>,The officers that the banker admired disguised himself .
47,admired,embed,local,1,a,rc_subj,number,mechanic,officers,disguised,himself,The mechanic that the officers admired disguised himself . <eos>,The mechanic that the officers admired disguised himself .
47,admired,embed,local,1,b,rc_subj,number,officer,mechanics,disguised,himself,The officer that the mechanics admired disguised himself . <eos>,The officer that the mechanics admired disguised himself .
47,admired,embed,local,1,c,rc_subj,number,banker,officers,disguised,himself,The banker that the officers admired disguised himself . <eos>,The banker that the officers admired disguised himself .
47,admired,embed,local,1,d,rc_subj,number,officer,bankers,disguised,himself,The officer that the bankers admired disguised himself . <eos>,The officer that the bankers admired disguised himself .
48,admired,embed,local,1,a,none,none,mechanic,officer,hated,himself,The mechanic that the officer admired hated himself . <eos>,The mechanic that the officer admired hated himself .
48,admired,embed,local,1,b,none,none,officer,mechanic,hated,himself,The officer that the mechanic admired hated himself . <eos>,The officer that the mechanic admired hated himself .
48,admired,embed,local,1,c,none,none,banker,officer,hated,himself,The banker that the officer admired hated himself . <eos>,The banker that the officer admired hated himself .
48,admired,embed,local,1,d,none,none,officer,banker,hated,himself,The officer that the banker admired hated himself . <eos>,The officer that the banker admired hated himself .
48,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,hated,himself,The mechanics that the officer admired hated himself . <eos>,The mechanics that the officer admired hated himself .
48,admired,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,hated,himself,The officers that the mechanic admired hated himself . <eos>,The officers that the mechanic admired hated himself .
48,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,hated,himself,The bankers that the officer admired hated himself . <eos>,The bankers that the officer admired hated himself .
48,admired,embed,nonlocal,0,d,matrix_subj,number,officers,banker,hated,himself,The officers that the banker admired hated himself . <eos>,The officers that the banker admired hated himself .
48,admired,embed,local,1,a,rc_subj,number,mechanic,officers,hated,himself,The mechanic that the officers admired hated himself . <eos>,The mechanic that the officers admired hated himself .
48,admired,embed,local,1,b,rc_subj,number,officer,mechanics,hated,himself,The officer that the mechanics admired hated himself . <eos>,The officer that the mechanics admired hated himself .
48,admired,embed,local,1,c,rc_subj,number,banker,officers,hated,himself,The banker that the officers admired hated himself . <eos>,The banker that the officers admired hated himself .
48,admired,embed,local,1,d,rc_subj,number,officer,bankers,hated,himself,The officer that the bankers admired hated himself . <eos>,The officer that the bankers admired hated himself .
49,admired,embed,local,1,a,none,none,mechanic,officer,doubted,himself,The mechanic that the officer admired doubted himself . <eos>,The mechanic that the officer admired doubted himself .
49,admired,embed,local,1,b,none,none,officer,mechanic,doubted,himself,The officer that the mechanic admired doubted himself . <eos>,The officer that the mechanic admired doubted himself .
49,admired,embed,local,1,c,none,none,banker,officer,doubted,himself,The banker that the officer admired doubted himself . <eos>,The banker that the officer admired doubted himself .
49,admired,embed,local,1,d,none,none,officer,banker,doubted,himself,The officer that the banker admired doubted himself . <eos>,The officer that the banker admired doubted himself .
49,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,officer,doubted,himself,The mechanics that the officer admired doubted himself . <eos>,The mechanics that the officer admired doubted himself .
49,admired,embed,nonlocal,0,b,matrix_subj,number,officers,mechanic,doubted,himself,The officers that the mechanic admired doubted himself . <eos>,The officers that the mechanic admired doubted himself .
49,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,officer,doubted,himself,The bankers that the officer admired doubted himself . <eos>,The bankers that the officer admired doubted himself .
49,admired,embed,nonlocal,0,d,matrix_subj,number,officers,banker,doubted,himself,The officers that the banker admired doubted himself . <eos>,The officers that the banker admired doubted himself .
49,admired,embed,local,1,a,rc_subj,number,mechanic,officers,doubted,himself,The mechanic that the officers admired doubted himself . <eos>,The mechanic that the officers admired doubted himself .
49,admired,embed,local,1,b,rc_subj,number,officer,mechanics,doubted,himself,The officer that the mechanics admired doubted himself . <eos>,The officer that the mechanics admired doubted himself .
49,admired,embed,local,1,c,rc_subj,number,banker,officers,doubted,himself,The banker that the officers admired doubted himself . <eos>,The banker that the officers admired doubted himself .
49,admired,embed,local,1,d,rc_subj,number,officer,bankers,doubted,himself,The officer that the bankers admired doubted himself . <eos>,The officer that the bankers admired doubted himself .
50,admired,embed,local,1,a,none,none,mechanic,teacher,hurt,himself,The mechanic that the teacher admired hurt himself . <eos>,The mechanic that the teacher admired hurt himself .
50,admired,embed,local,1,b,none,none,teacher,mechanic,hurt,himself,The teacher that the mechanic admired hurt himself . <eos>,The teacher that the mechanic admired hurt himself .
50,admired,embed,local,1,c,none,none,banker,teacher,hurt,himself,The banker that the teacher admired hurt himself . <eos>,The banker that the teacher admired hurt himself .
50,admired,embed,local,1,d,none,none,teacher,banker,hurt,himself,The teacher that the banker admired hurt himself . <eos>,The teacher that the banker admired hurt himself .
50,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,hurt,himself,The mechanics that the teacher admired hurt himself . <eos>,The mechanics that the teacher admired hurt himself .
50,admired,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,hurt,himself,The teachers that the mechanic admired hurt himself . <eos>,The teachers that the mechanic admired hurt himself .
50,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,hurt,himself,The bankers that the teacher admired hurt himself . <eos>,The bankers that the teacher admired hurt himself .
50,admired,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,hurt,himself,The teachers that the banker admired hurt himself . <eos>,The teachers that the banker admired hurt himself .
50,admired,embed,local,1,a,rc_subj,number,mechanic,teachers,hurt,himself,The mechanic that the teachers admired hurt himself . <eos>,The mechanic that the teachers admired hurt himself .
50,admired,embed,local,1,b,rc_subj,number,teacher,mechanics,hurt,himself,The teacher that the mechanics admired hurt himself . <eos>,The teacher that the mechanics admired hurt himself .
50,admired,embed,local,1,c,rc_subj,number,banker,teachers,hurt,himself,The banker that the teachers admired hurt himself . <eos>,The banker that the teachers admired hurt himself .
50,admired,embed,local,1,d,rc_subj,number,teacher,bankers,hurt,himself,The teacher that the bankers admired hurt himself . <eos>,The teacher that the bankers admired hurt himself .
51,admired,embed,local,1,a,none,none,mechanic,teacher,injured,himself,The mechanic that the teacher admired injured himself . <eos>,The mechanic that the teacher admired injured himself .
51,admired,embed,local,1,b,none,none,teacher,mechanic,injured,himself,The teacher that the mechanic admired injured himself . <eos>,The teacher that the mechanic admired injured himself .
51,admired,embed,local,1,c,none,none,banker,teacher,injured,himself,The banker that the teacher admired injured himself . <eos>,The banker that the teacher admired injured himself .
51,admired,embed,local,1,d,none,none,teacher,banker,injured,himself,The teacher that the banker admired injured himself . <eos>,The teacher that the banker admired injured himself .
51,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,injured,himself,The mechanics that the teacher admired injured himself . <eos>,The mechanics that the teacher admired injured himself .
51,admired,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,injured,himself,The teachers that the mechanic admired injured himself . <eos>,The teachers that the mechanic admired injured himself .
51,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,injured,himself,The bankers that the teacher admired injured himself . <eos>,The bankers that the teacher admired injured himself .
51,admired,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,injured,himself,The teachers that the banker admired injured himself . <eos>,The teachers that the banker admired injured himself .
51,admired,embed,local,1,a,rc_subj,number,mechanic,teachers,injured,himself,The mechanic that the teachers admired injured himself . <eos>,The mechanic that the teachers admired injured himself .
51,admired,embed,local,1,b,rc_subj,number,teacher,mechanics,injured,himself,The teacher that the mechanics admired injured himself . <eos>,The teacher that the mechanics admired injured himself .
51,admired,embed,local,1,c,rc_subj,number,banker,teachers,injured,himself,The banker that the teachers admired injured himself . <eos>,The banker that the teachers admired injured himself .
51,admired,embed,local,1,d,rc_subj,number,teacher,bankers,injured,himself,The teacher that the bankers admired injured himself . <eos>,The teacher that the bankers admired injured himself .
52,admired,embed,local,1,a,none,none,mechanic,teacher,congratulated,himself,The mechanic that the teacher admired congratulated himself . <eos>,The mechanic that the teacher admired congratulated himself .
52,admired,embed,local,1,b,none,none,teacher,mechanic,congratulated,himself,The teacher that the mechanic admired congratulated himself . <eos>,The teacher that the mechanic admired congratulated himself .
52,admired,embed,local,1,c,none,none,banker,teacher,congratulated,himself,The banker that the teacher admired congratulated himself . <eos>,The banker that the teacher admired congratulated himself .
52,admired,embed,local,1,d,none,none,teacher,banker,congratulated,himself,The teacher that the banker admired congratulated himself . <eos>,The teacher that the banker admired congratulated himself .
52,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,congratulated,himself,The mechanics that the teacher admired congratulated himself . <eos>,The mechanics that the teacher admired congratulated himself .
52,admired,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,congratulated,himself,The teachers that the mechanic admired congratulated himself . <eos>,The teachers that the mechanic admired congratulated himself .
52,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,congratulated,himself,The bankers that the teacher admired congratulated himself . <eos>,The bankers that the teacher admired congratulated himself .
52,admired,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,congratulated,himself,The teachers that the banker admired congratulated himself . <eos>,The teachers that the banker admired congratulated himself .
52,admired,embed,local,1,a,rc_subj,number,mechanic,teachers,congratulated,himself,The mechanic that the teachers admired congratulated himself . <eos>,The mechanic that the teachers admired congratulated himself .
52,admired,embed,local,1,b,rc_subj,number,teacher,mechanics,congratulated,himself,The teacher that the mechanics admired congratulated himself . <eos>,The teacher that the mechanics admired congratulated himself .
52,admired,embed,local,1,c,rc_subj,number,banker,teachers,congratulated,himself,The banker that the teachers admired congratulated himself . <eos>,The banker that the teachers admired congratulated himself .
52,admired,embed,local,1,d,rc_subj,number,teacher,bankers,congratulated,himself,The teacher that the bankers admired congratulated himself . <eos>,The teacher that the bankers admired congratulated himself .
53,admired,embed,local,1,a,none,none,mechanic,teacher,embarrassed,himself,The mechanic that the teacher admired embarrassed himself . <eos>,The mechanic that the teacher admired embarrassed himself .
53,admired,embed,local,1,b,none,none,teacher,mechanic,embarrassed,himself,The teacher that the mechanic admired embarrassed himself . <eos>,The teacher that the mechanic admired embarrassed himself .
53,admired,embed,local,1,c,none,none,banker,teacher,embarrassed,himself,The banker that the teacher admired embarrassed himself . <eos>,The banker that the teacher admired embarrassed himself .
53,admired,embed,local,1,d,none,none,teacher,banker,embarrassed,himself,The teacher that the banker admired embarrassed himself . <eos>,The teacher that the banker admired embarrassed himself .
53,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,embarrassed,himself,The mechanics that the teacher admired embarrassed himself . <eos>,The mechanics that the teacher admired embarrassed himself .
53,admired,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,embarrassed,himself,The teachers that the mechanic admired embarrassed himself . <eos>,The teachers that the mechanic admired embarrassed himself .
53,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,embarrassed,himself,The bankers that the teacher admired embarrassed himself . <eos>,The bankers that the teacher admired embarrassed himself .
53,admired,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,embarrassed,himself,The teachers that the banker admired embarrassed himself . <eos>,The teachers that the banker admired embarrassed himself .
53,admired,embed,local,1,a,rc_subj,number,mechanic,teachers,embarrassed,himself,The mechanic that the teachers admired embarrassed himself . <eos>,The mechanic that the teachers admired embarrassed himself .
53,admired,embed,local,1,b,rc_subj,number,teacher,mechanics,embarrassed,himself,The teacher that the mechanics admired embarrassed himself . <eos>,The teacher that the mechanics admired embarrassed himself .
53,admired,embed,local,1,c,rc_subj,number,banker,teachers,embarrassed,himself,The banker that the teachers admired embarrassed himself . <eos>,The banker that the teachers admired embarrassed himself .
53,admired,embed,local,1,d,rc_subj,number,teacher,bankers,embarrassed,himself,The teacher that the bankers admired embarrassed himself . <eos>,The teacher that the bankers admired embarrassed himself .
54,admired,embed,local,1,a,none,none,mechanic,teacher,disguised,himself,The mechanic that the teacher admired disguised himself . <eos>,The mechanic that the teacher admired disguised himself .
54,admired,embed,local,1,b,none,none,teacher,mechanic,disguised,himself,The teacher that the mechanic admired disguised himself . <eos>,The teacher that the mechanic admired disguised himself .
54,admired,embed,local,1,c,none,none,banker,teacher,disguised,himself,The banker that the teacher admired disguised himself . <eos>,The banker that the teacher admired disguised himself .
54,admired,embed,local,1,d,none,none,teacher,banker,disguised,himself,The teacher that the banker admired disguised himself . <eos>,The teacher that the banker admired disguised himself .
54,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,disguised,himself,The mechanics that the teacher admired disguised himself . <eos>,The mechanics that the teacher admired disguised himself .
54,admired,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,disguised,himself,The teachers that the mechanic admired disguised himself . <eos>,The teachers that the mechanic admired disguised himself .
54,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,disguised,himself,The bankers that the teacher admired disguised himself . <eos>,The bankers that the teacher admired disguised himself .
54,admired,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,disguised,himself,The teachers that the banker admired disguised himself . <eos>,The teachers that the banker admired disguised himself .
54,admired,embed,local,1,a,rc_subj,number,mechanic,teachers,disguised,himself,The mechanic that the teachers admired disguised himself . <eos>,The mechanic that the teachers admired disguised himself .
54,admired,embed,local,1,b,rc_subj,number,teacher,mechanics,disguised,himself,The teacher that the mechanics admired disguised himself . <eos>,The teacher that the mechanics admired disguised himself .
54,admired,embed,local,1,c,rc_subj,number,banker,teachers,disguised,himself,The banker that the teachers admired disguised himself . <eos>,The banker that the teachers admired disguised himself .
54,admired,embed,local,1,d,rc_subj,number,teacher,bankers,disguised,himself,The teacher that the bankers admired disguised himself . <eos>,The teacher that the bankers admired disguised himself .
55,admired,embed,local,1,a,none,none,mechanic,teacher,hated,himself,The mechanic that the teacher admired hated himself . <eos>,The mechanic that the teacher admired hated himself .
55,admired,embed,local,1,b,none,none,teacher,mechanic,hated,himself,The teacher that the mechanic admired hated himself . <eos>,The teacher that the mechanic admired hated himself .
55,admired,embed,local,1,c,none,none,banker,teacher,hated,himself,The banker that the teacher admired hated himself . <eos>,The banker that the teacher admired hated himself .
55,admired,embed,local,1,d,none,none,teacher,banker,hated,himself,The teacher that the banker admired hated himself . <eos>,The teacher that the banker admired hated himself .
55,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,hated,himself,The mechanics that the teacher admired hated himself . <eos>,The mechanics that the teacher admired hated himself .
55,admired,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,hated,himself,The teachers that the mechanic admired hated himself . <eos>,The teachers that the mechanic admired hated himself .
55,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,hated,himself,The bankers that the teacher admired hated himself . <eos>,The bankers that the teacher admired hated himself .
55,admired,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,hated,himself,The teachers that the banker admired hated himself . <eos>,The teachers that the banker admired hated himself .
55,admired,embed,local,1,a,rc_subj,number,mechanic,teachers,hated,himself,The mechanic that the teachers admired hated himself . <eos>,The mechanic that the teachers admired hated himself .
55,admired,embed,local,1,b,rc_subj,number,teacher,mechanics,hated,himself,The teacher that the mechanics admired hated himself . <eos>,The teacher that the mechanics admired hated himself .
55,admired,embed,local,1,c,rc_subj,number,banker,teachers,hated,himself,The banker that the teachers admired hated himself . <eos>,The banker that the teachers admired hated himself .
55,admired,embed,local,1,d,rc_subj,number,teacher,bankers,hated,himself,The teacher that the bankers admired hated himself . <eos>,The teacher that the bankers admired hated himself .
56,admired,embed,local,1,a,none,none,mechanic,teacher,doubted,himself,The mechanic that the teacher admired doubted himself . <eos>,The mechanic that the teacher admired doubted himself .
56,admired,embed,local,1,b,none,none,teacher,mechanic,doubted,himself,The teacher that the mechanic admired doubted himself . <eos>,The teacher that the mechanic admired doubted himself .
56,admired,embed,local,1,c,none,none,banker,teacher,doubted,himself,The banker that the teacher admired doubted himself . <eos>,The banker that the teacher admired doubted himself .
56,admired,embed,local,1,d,none,none,teacher,banker,doubted,himself,The teacher that the banker admired doubted himself . <eos>,The teacher that the banker admired doubted himself .
56,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,doubted,himself,The mechanics that the teacher admired doubted himself . <eos>,The mechanics that the teacher admired doubted himself .
56,admired,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,doubted,himself,The teachers that the mechanic admired doubted himself . <eos>,The teachers that the mechanic admired doubted himself .
56,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,doubted,himself,The bankers that the teacher admired doubted himself . <eos>,The bankers that the teacher admired doubted himself .
56,admired,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,doubted,himself,The teachers that the banker admired doubted himself . <eos>,The teachers that the banker admired doubted himself .
56,admired,embed,local,1,a,rc_subj,number,mechanic,teachers,doubted,himself,The mechanic that the teachers admired doubted himself . <eos>,The mechanic that the teachers admired doubted himself .
56,admired,embed,local,1,b,rc_subj,number,teacher,mechanics,doubted,himself,The teacher that the mechanics admired doubted himself . <eos>,The teacher that the mechanics admired doubted himself .
56,admired,embed,local,1,c,rc_subj,number,banker,teachers,doubted,himself,The banker that the teachers admired doubted himself . <eos>,The banker that the teachers admired doubted himself .
56,admired,embed,local,1,d,rc_subj,number,teacher,bankers,doubted,himself,The teacher that the bankers admired doubted himself . <eos>,The teacher that the bankers admired doubted himself .
57,admired,embed,local,1,a,none,none,mechanic,senator,hurt,himself,The mechanic that the senator admired hurt himself . <eos>,The mechanic that the senator admired hurt himself .
57,admired,embed,local,1,b,none,none,senator,mechanic,hurt,himself,The senator that the mechanic admired hurt himself . <eos>,The senator that the mechanic admired hurt himself .
57,admired,embed,local,1,c,none,none,banker,senator,hurt,himself,The banker that the senator admired hurt himself . <eos>,The banker that the senator admired hurt himself .
57,admired,embed,local,1,d,none,none,senator,banker,hurt,himself,The senator that the banker admired hurt himself . <eos>,The senator that the banker admired hurt himself .
57,admired,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,hurt,himself,The mechanics that the senator admired hurt himself . <eos>,The mechanics that the senator admired hurt himself .
57,admired,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,hurt,himself,The senators that the mechanic admired hurt himself . <eos>,The senators that the mechanic admired hurt himself .
57,admired,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,hurt,himself,The bankers that the senator admired hurt himself . <eos>,The bankers that the senator admired hurt himself .
57,admired,embed,nonlocal,0,d,matrix_subj,number,senators,banker,hurt,himself,The senators that the banker admired hurt himself . <eos>,The senators that the banker admired hurt himself .
57,admired,embed,local,1,a,rc_subj,number,mechanic,senators,hurt,himself,The mechanic that the senators admired hurt himself . <eos>,The mechanic that the senators admired hurt himself .
57,admired,embed,local,1,b,rc_subj,number,senator,mechanics,hurt,himself,The senator that the mechanics admired hurt himself . <eos>,The senator that the mechanics admired hurt himself .
57,admired,embed,local,1,c,rc_subj,number,banker,senators,hurt,himself,The banker that the senators admired hurt himself . <eos>,The banker that the senators admired hurt himself .
57,admired,embed,local,1,d,rc_subj,number,senator,bankers,hurt,himself,The senator that the bankers admired hurt himself . <eos>,The senator that the bankers admired hurt himself .
