item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,residual,sentence,sentence_no_eos
54,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
54,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
55,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
55,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
55,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
55,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
55,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
55,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
55,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
55,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
55,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
55,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
55,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
55,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
56,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
56,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
56,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
56,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
56,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
56,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
56,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
56,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
56,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
56,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
56,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
56,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
57,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
57,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
57,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
57,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
57,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
57,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
57,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
57,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
57,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
57,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
57,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
57,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
58,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
58,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
58,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
58,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
58,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
58,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
58,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
58,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
58,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
58,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
58,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
58,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
59,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
59,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
59,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
59,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
59,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
59,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
59,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
59,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
59,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
59,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
59,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
59,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
60,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
60,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
60,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
60,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
60,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
60,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
60,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
60,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
60,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
60,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
60,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
60,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
61,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
61,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
61,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
61,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
61,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
61,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
61,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
61,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
61,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
61,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
61,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
61,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
62,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
62,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
62,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
62,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
62,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
62,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
62,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
62,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
62,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
62,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
62,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
62,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
63,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
63,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
63,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
63,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
63,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
63,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
63,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
63,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
63,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
63,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
63,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
63,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
64,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
64,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
64,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
64,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
64,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
64,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
64,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
64,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
64,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
64,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
64,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
64,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
65,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
65,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
65,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
65,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
65,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
65,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
65,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
65,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
65,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
65,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
65,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
65,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
66,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
66,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
66,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
66,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
66,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
66,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
66,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
66,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
66,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
66,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
66,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
66,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
67,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
67,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
67,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
67,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
67,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
67,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
67,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
67,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
67,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
67,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
67,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
67,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
68,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
68,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
68,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
68,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
68,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
68,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
68,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
68,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
68,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
68,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
68,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
68,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
69,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
69,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
69,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
69,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
69,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
69,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
69,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
69,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
69,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
69,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
69,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
69,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
70,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
70,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
70,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
70,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
70,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
70,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
70,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
70,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
70,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
70,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
70,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
70,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
71,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
71,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
71,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
71,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
71,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
71,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
71,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
71,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
71,agree,local,c-command,1,a,male,distractor,number,boys,husband,were,leaving,The boys near the husband were leaving . <eos>,The boys near the husband were leaving .
71,agree,local,c-command,1,b,male,distractor,number,husbands,boy,were,leaving,The husbands near the boy were leaving . <eos>,The husbands near the boy were leaving .
71,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
71,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
72,agree,local,c-command,1,a,male,none,none,boys,husbands,were,leaving,The boys near the husbands were leaving . <eos>,The boys near the husbands were leaving .
72,agree,local,c-command,1,b,male,none,none,husbands,boys,were,leaving,The husbands near the boys were leaving . <eos>,The husbands near the boys were leaving .
72,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
72,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
72,agree,local,no-c-command,0,a,male,head,number,boy,husbands,were,leaving,The boy near the husbands were leaving . <eos>,The boy near the husbands were leaving .
72,agree,local,no-c-command,0,b,male,head,number,husband,boys,were,leaving,The husband near the boys were leaving . <eos>,The husband near the boys were leaving .
72,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
72,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
