,item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
429,72,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,dedicated,himself,The husbands that the boy liked dedicated himself . <eos>,The husbands that the boy liked dedicated himself .,the husbands that the boy liked dedicated ***mask*** .,11.72827169126307
430,72,simple,local,c-command,1,a,rc_subj,number,boy,husbands,dedicated,himself,The boy that the husbands liked dedicated himself . <eos>,The boy that the husbands liked dedicated himself .,the boy that the husbands liked dedicated ***mask*** .,16.224534593004904
431,72,simple,local,c-command,1,b,rc_subj,number,husband,boys,dedicated,himself,The husband that the boys liked dedicated himself . <eos>,The husband that the boys liked dedicated himself .,the husband that the boys liked dedicated ***mask*** .,14.701002630421698
432,73,simple,local,c-command,1,a,none,none,boy,husband,declared,himself,The boy that the husband liked declared himself . <eos>,The boy that the husband liked declared himself .,the boy that the husband liked declared ***mask*** .,1.9990148758262707
433,73,simple,local,c-command,1,b,none,none,husband,boy,declared,himself,The husband that the boy liked declared himself . <eos>,The husband that the boy liked declared himself .,the husband that the boy liked declared ***mask*** .,1.5423175354926366
434,73,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,declared,himself,The boys that the husband liked declared himself . <eos>,The boys that the husband liked declared himself .,the boys that the husband liked declared ***mask*** .,7.8493310767441065
435,73,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,declared,himself,The husbands that the boy liked declared himself . <eos>,The husbands that the boy liked declared himself .,the husbands that the boy liked declared ***mask*** .,5.81196539680029
436,73,simple,local,c-command,1,a,rc_subj,number,boy,husbands,declared,himself,The boy that the husbands liked declared himself . <eos>,The boy that the husbands liked declared himself .,the boy that the husbands liked declared ***mask*** .,2.3009402954539158
437,73,simple,local,c-command,1,b,rc_subj,number,husband,boys,declared,himself,The husband that the boys liked declared himself . <eos>,The husband that the boys liked declared himself .,the husband that the boys liked declared ***mask*** .,1.7464997290553697
438,74,simple,local,c-command,1,a,none,none,boy,husband,proved,himself,The boy that the husband liked proved himself . <eos>,The boy that the husband liked proved himself .,the boy that the husband liked proved ***mask*** .,7.816789738273732
439,74,simple,local,c-command,1,b,none,none,husband,boy,proved,himself,The husband that the boy liked proved himself . <eos>,The husband that the boy liked proved himself .,the husband that the boy liked proved ***mask*** .,8.250792723108743
440,74,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,proved,himself,The boys that the husband liked proved himself . <eos>,The boys that the husband liked proved himself .,the boys that the husband liked proved ***mask*** .,10.443041929714783
441,74,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,proved,himself,The husbands that the boy liked proved himself . <eos>,The husbands that the boy liked proved himself .,the husbands that the boy liked proved ***mask*** .,10.521455132954339
442,74,simple,local,c-command,1,a,rc_subj,number,boy,husbands,proved,himself,The boy that the husbands liked proved himself . <eos>,The boy that the husbands liked proved himself .,the boy that the husbands liked proved ***mask*** .,7.815342693195678
443,74,simple,local,c-command,1,b,rc_subj,number,husband,boys,proved,himself,The husband that the boys liked proved himself . <eos>,The husband that the boys liked proved himself .,the husband that the boys liked proved ***mask*** .,8.696348275058218
444,75,simple,local,c-command,1,a,none,none,boy,husband,shot,himself,The boy that the husband liked shot himself . <eos>,The boy that the husband liked shot himself .,the boy that the husband liked shot ***mask*** .,3.60888204046871
445,75,simple,local,c-command,1,b,none,none,husband,boy,shot,himself,The husband that the boy liked shot himself . <eos>,The husband that the boy liked shot himself .,the husband that the boy liked shot ***mask*** .,4.726776801458127
446,75,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,shot,himself,The boys that the husband liked shot himself . <eos>,The boys that the husband liked shot himself .,the boys that the husband liked shot ***mask*** .,6.765793603473995
447,75,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,shot,himself,The husbands that the boy liked shot himself . <eos>,The husbands that the boy liked shot himself .,the husbands that the boy liked shot ***mask*** .,7.137673848222936
448,75,simple,local,c-command,1,a,rc_subj,number,boy,husbands,shot,himself,The boy that the husbands liked shot himself . <eos>,The boy that the husbands liked shot himself .,the boy that the husbands liked shot ***mask*** .,4.959523978751733
449,75,simple,local,c-command,1,b,rc_subj,number,husband,boys,shot,himself,The husband that the boys liked shot himself . <eos>,The husband that the boys liked shot himself .,the husband that the boys liked shot ***mask*** .,6.012273924383414
