,item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
2341,56,hated,embed,local,1,b,none,none,teacher,mechanic,doubted,herself,The teacher that the mechanic hated doubted herself . <eos>,The teacher that the mechanic hated doubted herself .,the teacher that the mechanic hated doubted ***mask*** .,9.85721235148346
2342,56,hated,embed,local,1,c,none,none,banker,teacher,doubted,herself,The banker that the teacher hated doubted herself . <eos>,The banker that the teacher hated doubted herself .,the banker that the teacher hated doubted ***mask*** .,8.085914742650745
2343,56,hated,embed,local,1,d,none,none,teacher,banker,doubted,herself,The teacher that the banker hated doubted herself . <eos>,The teacher that the banker hated doubted herself .,the teacher that the banker hated doubted ***mask*** .,9.640880901944874
2344,56,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,teacher,doubted,herself,The mechanics that the teacher hated doubted herself . <eos>,The mechanics that the teacher hated doubted herself .,the mechanics that the teacher hated doubted ***mask*** .,9.422809885623128
2345,56,hated,embed,nonlocal,0,b,matrix_subj,number,teachers,mechanic,doubted,herself,The teachers that the mechanic hated doubted herself . <eos>,The teachers that the mechanic hated doubted herself .,the teachers that the mechanic hated doubted ***mask*** .,10.871540690746006
2346,56,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,teacher,doubted,herself,The bankers that the teacher hated doubted herself . <eos>,The bankers that the teacher hated doubted herself .,the bankers that the teacher hated doubted ***mask*** .,8.586695018920064
2347,56,hated,embed,nonlocal,0,d,matrix_subj,number,teachers,banker,doubted,herself,The teachers that the banker hated doubted herself . <eos>,The teachers that the banker hated doubted herself .,the teachers that the banker hated doubted ***mask*** .,10.928356792078644
2348,56,hated,embed,local,1,a,rc_subj,number,mechanic,teachers,doubted,herself,The mechanic that the teachers hated doubted herself . <eos>,The mechanic that the teachers hated doubted herself .,the mechanic that the teachers hated doubted ***mask*** .,8.723673082170217
2349,56,hated,embed,local,1,b,rc_subj,number,teacher,mechanics,doubted,herself,The teacher that the mechanics hated doubted herself . <eos>,The teacher that the mechanics hated doubted herself .,the teacher that the mechanics hated doubted ***mask*** .,10.198754633698497
2350,56,hated,embed,local,1,c,rc_subj,number,banker,teachers,doubted,herself,The banker that the teachers hated doubted herself . <eos>,The banker that the teachers hated doubted herself .,the banker that the teachers hated doubted ***mask*** .,8.811301900666287
2351,56,hated,embed,local,1,d,rc_subj,number,teacher,bankers,doubted,herself,The teacher that the bankers hated doubted herself . <eos>,The teacher that the bankers hated doubted herself .,the teacher that the bankers hated doubted ***mask*** .,10.00442803248188
2352,57,hated,embed,local,1,a,none,none,mechanic,senator,hurt,herself,The mechanic that the senator hated hurt herself . <eos>,The mechanic that the senator hated hurt herself .,the mechanic that the senator hated hurt ***mask*** .,12.8010024529234
2353,57,hated,embed,local,1,b,none,none,senator,mechanic,hurt,herself,The senator that the mechanic hated hurt herself . <eos>,The senator that the mechanic hated hurt herself .,the senator that the mechanic hated hurt ***mask*** .,10.44735095245867
2354,57,hated,embed,local,1,c,none,none,banker,senator,hurt,herself,The banker that the senator hated hurt herself . <eos>,The banker that the senator hated hurt herself .,the banker that the senator hated hurt ***mask*** .,12.596636189049443
2355,57,hated,embed,local,1,d,none,none,senator,banker,hurt,herself,The senator that the banker hated hurt herself . <eos>,The senator that the banker hated hurt herself .,the senator that the banker hated hurt ***mask*** .,11.057279421030588
2356,57,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,hurt,herself,The mechanics that the senator hated hurt herself . <eos>,The mechanics that the senator hated hurt herself .,the mechanics that the senator hated hurt ***mask*** .,13.420961836869097
2357,57,hated,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,hurt,herself,The senators that the mechanic hated hurt herself . <eos>,The senators that the mechanic hated hurt herself .,the senators that the mechanic hated hurt ***mask*** .,10.796534744334686
2358,57,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,hurt,herself,The bankers that the senator hated hurt herself . <eos>,The bankers that the senator hated hurt herself .,the bankers that the senator hated hurt ***mask*** .,12.884358429445562
2359,57,hated,embed,nonlocal,0,d,matrix_subj,number,senators,banker,hurt,herself,The senators that the banker hated hurt herself . <eos>,The senators that the banker hated hurt herself .,the senators that the banker hated hurt ***mask*** .,11.59343671898498
2360,57,hated,embed,local,1,a,rc_subj,number,mechanic,senators,hurt,herself,The mechanic that the senators hated hurt herself . <eos>,The mechanic that the senators hated hurt herself .,the mechanic that the senators hated hurt ***mask*** .,12.731133941867848
2361,57,hated,embed,local,1,b,rc_subj,number,senator,mechanics,hurt,herself,The senator that the mechanics hated hurt herself . <eos>,The senator that the mechanics hated hurt herself .,the senator that the mechanics hated hurt ***mask*** .,10.909234504616578
2362,57,hated,embed,local,1,c,rc_subj,number,banker,senators,hurt,herself,The banker that the senators hated hurt herself . <eos>,The banker that the senators hated hurt herself .,the banker that the senators hated hurt ***mask*** .,12.402321697396408
2363,57,hated,embed,local,1,d,rc_subj,number,senator,bankers,hurt,herself,The senator that the bankers hated hurt herself . <eos>,The senator that the bankers hated hurt herself .,the senator that the bankers hated hurt ***mask*** .,11.70631282517373
2364,58,hated,embed,local,1,a,none,none,mechanic,senator,injured,herself,The mechanic that the senator hated injured herself . <eos>,The mechanic that the senator hated injured herself .,the mechanic that the senator hated injured ***mask*** .,9.29205051385756
2365,58,hated,embed,local,1,b,none,none,senator,mechanic,injured,herself,The senator that the mechanic hated injured herself . <eos>,The senator that the mechanic hated injured herself .,the senator that the mechanic hated injured ***mask*** .,8.838610819068172
2366,58,hated,embed,local,1,c,none,none,banker,senator,injured,herself,The banker that the senator hated injured herself . <eos>,The banker that the senator hated injured herself .,the banker that the senator hated injured ***mask*** .,13.87296445270331
2367,58,hated,embed,local,1,d,none,none,senator,banker,injured,herself,The senator that the banker hated injured herself . <eos>,The senator that the banker hated injured herself .,the senator that the banker hated injured ***mask*** .,9.85837662558987
2368,58,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,injured,herself,The mechanics that the senator hated injured herself . <eos>,The mechanics that the senator hated injured herself .,the mechanics that the senator hated injured ***mask*** .,12.368527606795213
2369,58,hated,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,injured,herself,The senators that the mechanic hated injured herself . <eos>,The senators that the mechanic hated injured herself .,the senators that the mechanic hated injured ***mask*** .,10.058175693278912
2370,58,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,injured,herself,The bankers that the senator hated injured herself . <eos>,The bankers that the senator hated injured herself .,the bankers that the senator hated injured ***mask*** .,9.545700329808016
2371,58,hated,embed,nonlocal,0,d,matrix_subj,number,senators,banker,injured,herself,The senators that the banker hated injured herself . <eos>,The senators that the banker hated injured herself .,the senators that the banker hated injured ***mask*** .,10.761287683700484
2372,58,hated,embed,local,1,a,rc_subj,number,mechanic,senators,injured,herself,The mechanic that the senators hated injured herself . <eos>,The mechanic that the senators hated injured herself .,the mechanic that the senators hated injured ***mask*** .,14.121978470468466
2373,58,hated,embed,local,1,b,rc_subj,number,senator,mechanics,injured,herself,The senator that the mechanics hated injured herself . <eos>,The senator that the mechanics hated injured herself .,the senator that the mechanics hated injured ***mask*** .,12.821514157386183
2374,58,hated,embed,local,1,c,rc_subj,number,banker,senators,injured,herself,The banker that the senators hated injured herself . <eos>,The banker that the senators hated injured herself .,the banker that the senators hated injured ***mask*** .,17.00602524984084
2375,58,hated,embed,local,1,d,rc_subj,number,senator,bankers,injured,herself,The senator that the bankers hated injured herself . <eos>,The senator that the bankers hated injured herself .,the senator that the bankers hated injured ***mask*** .,10.001439696953424
2376,59,hated,embed,local,1,a,none,none,mechanic,senator,congratulated,herself,The mechanic that the senator hated congratulated herself . <eos>,The mechanic that the senator hated congratulated herself .,the mechanic that the senator hated congratulated ***mask*** .,8.518562563381364
2377,59,hated,embed,local,1,b,none,none,senator,mechanic,congratulated,herself,The senator that the mechanic hated congratulated herself . <eos>,The senator that the mechanic hated congratulated herself .,the senator that the mechanic hated congratulated ***mask*** .,9.424744680956419
2378,59,hated,embed,local,1,c,none,none,banker,senator,congratulated,herself,The banker that the senator hated congratulated herself . <eos>,The banker that the senator hated congratulated herself .,the banker that the senator hated congratulated ***mask*** .,9.75232899885357
2379,59,hated,embed,local,1,d,none,none,senator,banker,congratulated,herself,The senator that the banker hated congratulated herself . <eos>,The senator that the banker hated congratulated herself .,the senator that the banker hated congratulated ***mask*** .,10.400395724138507
2380,59,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,congratulated,herself,The mechanics that the senator hated congratulated herself . <eos>,The mechanics that the senator hated congratulated herself .,the mechanics that the senator hated congratulated ***mask*** .,9.020876988791358
2381,59,hated,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,congratulated,herself,The senators that the mechanic hated congratulated herself . <eos>,The senators that the mechanic hated congratulated herself .,the senators that the mechanic hated congratulated ***mask*** .,10.665510242210608
2382,59,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,congratulated,herself,The bankers that the senator hated congratulated herself . <eos>,The bankers that the senator hated congratulated herself .,the bankers that the senator hated congratulated ***mask*** .,9.654657158027788
2383,59,hated,embed,nonlocal,0,d,matrix_subj,number,senators,banker,congratulated,herself,The senators that the banker hated congratulated herself . <eos>,The senators that the banker hated congratulated herself .,the senators that the banker hated congratulated ***mask*** .,11.992563065424498
2384,59,hated,embed,local,1,a,rc_subj,number,mechanic,senators,congratulated,herself,The mechanic that the senators hated congratulated herself . <eos>,The mechanic that the senators hated congratulated herself .,the mechanic that the senators hated congratulated ***mask*** .,9.620115338746071
2385,59,hated,embed,local,1,b,rc_subj,number,senator,mechanics,congratulated,herself,The senator that the mechanics hated congratulated herself . <eos>,The senator that the mechanics hated congratulated herself .,the senator that the mechanics hated congratulated ***mask*** .,9.567968042871145
2386,59,hated,embed,local,1,c,rc_subj,number,banker,senators,congratulated,herself,The banker that the senators hated congratulated herself . <eos>,The banker that the senators hated congratulated herself .,the banker that the senators hated congratulated ***mask*** .,10.066183030199861
2387,59,hated,embed,local,1,d,rc_subj,number,senator,bankers,congratulated,herself,The senator that the bankers hated congratulated herself . <eos>,The senator that the bankers hated congratulated herself .,the senator that the bankers hated congratulated ***mask*** .,10.371143112543079
2388,60,hated,embed,local,1,a,none,none,mechanic,senator,embarrassed,herself,The mechanic that the senator hated embarrassed herself . <eos>,The mechanic that the senator hated embarrassed herself .,the mechanic that the senator hated embarrassed ***mask*** .,11.577663520810367
2389,60,hated,embed,local,1,b,none,none,senator,mechanic,embarrassed,herself,The senator that the mechanic hated embarrassed herself . <eos>,The senator that the mechanic hated embarrassed herself .,the senator that the mechanic hated embarrassed ***mask*** .,9.835941965720483
2390,60,hated,embed,local,1,c,none,none,banker,senator,embarrassed,herself,The banker that the senator hated embarrassed herself . <eos>,The banker that the senator hated embarrassed herself .,the banker that the senator hated embarrassed ***mask*** .,11.515935697506222
2391,60,hated,embed,local,1,d,none,none,senator,banker,embarrassed,herself,The senator that the banker hated embarrassed herself . <eos>,The senator that the banker hated embarrassed herself .,the senator that the banker hated embarrassed ***mask*** .,10.506301495253435
2392,60,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,embarrassed,herself,The mechanics that the senator hated embarrassed herself . <eos>,The mechanics that the senator hated embarrassed herself .,the mechanics that the senator hated embarrassed ***mask*** .,11.364700686534167
2393,60,hated,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,embarrassed,herself,The senators that the mechanic hated embarrassed herself . <eos>,The senators that the mechanic hated embarrassed herself .,the senators that the mechanic hated embarrassed ***mask*** .,10.555221797978621
2394,60,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,embarrassed,herself,The bankers that the senator hated embarrassed herself . <eos>,The bankers that the senator hated embarrassed herself .,the bankers that the senator hated embarrassed ***mask*** .,11.124054213283435
2395,60,hated,embed,nonlocal,0,d,matrix_subj,number,senators,banker,embarrassed,herself,The senators that the banker hated embarrassed herself . <eos>,The senators that the banker hated embarrassed herself .,the senators that the banker hated embarrassed ***mask*** .,11.376087261360672
2396,60,hated,embed,local,1,a,rc_subj,number,mechanic,senators,embarrassed,herself,The mechanic that the senators hated embarrassed herself . <eos>,The mechanic that the senators hated embarrassed herself .,the mechanic that the senators hated embarrassed ***mask*** .,12.223699909798002
2397,60,hated,embed,local,1,b,rc_subj,number,senator,mechanics,embarrassed,herself,The senator that the mechanics hated embarrassed herself . <eos>,The senator that the mechanics hated embarrassed herself .,the senator that the mechanics hated embarrassed ***mask*** .,10.108739531739356
2398,60,hated,embed,local,1,c,rc_subj,number,banker,senators,embarrassed,herself,The banker that the senators hated embarrassed herself . <eos>,The banker that the senators hated embarrassed herself .,the banker that the senators hated embarrassed ***mask*** .,12.08133899438394
2399,60,hated,embed,local,1,d,rc_subj,number,senator,bankers,embarrassed,herself,The senator that the bankers hated embarrassed herself . <eos>,The senator that the bankers hated embarrassed herself .,the senator that the bankers hated embarrassed ***mask*** .,11.380864655732365
2400,61,hated,embed,local,1,a,none,none,mechanic,senator,disguised,herself,The mechanic that the senator hated disguised herself . <eos>,The mechanic that the senator hated disguised herself .,the mechanic that the senator hated disguised ***mask*** .,5.847944676369345
2401,61,hated,embed,local,1,b,none,none,senator,mechanic,disguised,herself,The senator that the mechanic hated disguised herself . <eos>,The senator that the mechanic hated disguised herself .,the senator that the mechanic hated disguised ***mask*** .,5.60047250434374
2402,61,hated,embed,local,1,c,none,none,banker,senator,disguised,herself,The banker that the senator hated disguised herself . <eos>,The banker that the senator hated disguised herself .,the banker that the senator hated disguised ***mask*** .,8.558774348234339
2403,61,hated,embed,local,1,d,none,none,senator,banker,disguised,herself,The senator that the banker hated disguised herself . <eos>,The senator that the banker hated disguised herself .,the senator that the banker hated disguised ***mask*** .,7.079570995729547
2404,61,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,disguised,herself,The mechanics that the senator hated disguised herself . <eos>,The mechanics that the senator hated disguised herself .,the mechanics that the senator hated disguised ***mask*** .,7.204842995158155
2405,61,hated,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,disguised,herself,The senators that the mechanic hated disguised herself . <eos>,The senators that the mechanic hated disguised herself .,the senators that the mechanic hated disguised ***mask*** .,7.521560671299257
2406,61,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,disguised,herself,The bankers that the senator hated disguised herself . <eos>,The bankers that the senator hated disguised herself .,the bankers that the senator hated disguised ***mask*** .,6.719330879067957
2407,61,hated,embed,nonlocal,0,d,matrix_subj,number,senators,banker,disguised,herself,The senators that the banker hated disguised herself . <eos>,The senators that the banker hated disguised herself .,the senators that the banker hated disguised ***mask*** .,9.877939512916175
2408,61,hated,embed,local,1,a,rc_subj,number,mechanic,senators,disguised,herself,The mechanic that the senators hated disguised herself . <eos>,The mechanic that the senators hated disguised herself .,the mechanic that the senators hated disguised ***mask*** .,7.832337923831656
2409,61,hated,embed,local,1,b,rc_subj,number,senator,mechanics,disguised,herself,The senator that the mechanics hated disguised herself . <eos>,The senator that the mechanics hated disguised herself .,the senator that the mechanics hated disguised ***mask*** .,5.881441922845845
2410,61,hated,embed,local,1,c,rc_subj,number,banker,senators,disguised,herself,The banker that the senators hated disguised herself . <eos>,The banker that the senators hated disguised herself .,the banker that the senators hated disguised ***mask*** .,8.597635983882476
2411,61,hated,embed,local,1,d,rc_subj,number,senator,bankers,disguised,herself,The senator that the bankers hated disguised herself . <eos>,The senator that the bankers hated disguised herself .,the senator that the bankers hated disguised ***mask*** .,7.401845245906706
2412,62,hated,embed,local,1,a,none,none,mechanic,senator,hated,herself,The mechanic that the senator hated hated herself . <eos>,The mechanic that the senator hated hated herself .,the mechanic that the senator hated hated ***mask*** .,10.530617403550327
2413,62,hated,embed,local,1,b,none,none,senator,mechanic,hated,herself,The senator that the mechanic hated hated herself . <eos>,The senator that the mechanic hated hated herself .,the senator that the mechanic hated hated ***mask*** .,11.70637105330476
2414,62,hated,embed,local,1,c,none,none,banker,senator,hated,herself,The banker that the senator hated hated herself . <eos>,The banker that the senator hated hated herself .,the banker that the senator hated hated ***mask*** .,11.778550941605365
2415,62,hated,embed,local,1,d,none,none,senator,banker,hated,herself,The senator that the banker hated hated herself . <eos>,The senator that the banker hated hated herself .,the senator that the banker hated hated ***mask*** .,12.405198177545635
2416,62,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,hated,herself,The mechanics that the senator hated hated herself . <eos>,The mechanics that the senator hated hated herself .,the mechanics that the senator hated hated ***mask*** .,10.696134125099231
2417,62,hated,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,hated,herself,The senators that the mechanic hated hated herself . <eos>,The senators that the mechanic hated hated herself .,the senators that the mechanic hated hated ***mask*** .,12.173734228367247
2418,62,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,hated,herself,The bankers that the senator hated hated herself . <eos>,The bankers that the senator hated hated herself .,the bankers that the senator hated hated ***mask*** .,11.902702271480969
2419,62,hated,embed,nonlocal,0,d,matrix_subj,number,senators,banker,hated,herself,The senators that the banker hated hated herself . <eos>,The senators that the banker hated hated herself .,the senators that the banker hated hated ***mask*** .,15.013377241075919
2420,62,hated,embed,local,1,a,rc_subj,number,mechanic,senators,hated,herself,The mechanic that the senators hated hated herself . <eos>,The mechanic that the senators hated hated herself .,the mechanic that the senators hated hated ***mask*** .,12.099304154342688
2421,62,hated,embed,local,1,b,rc_subj,number,senator,mechanics,hated,herself,The senator that the mechanics hated hated herself . <eos>,The senator that the mechanics hated hated herself .,the senator that the mechanics hated hated ***mask*** .,11.343928819024862
2422,62,hated,embed,local,1,c,rc_subj,number,banker,senators,hated,herself,The banker that the senators hated hated herself . <eos>,The banker that the senators hated hated herself .,the banker that the senators hated hated ***mask*** .,12.556498550100834
2423,62,hated,embed,local,1,d,rc_subj,number,senator,bankers,hated,herself,The senator that the bankers hated hated herself . <eos>,The senator that the bankers hated hated herself .,the senator that the bankers hated hated ***mask*** .,13.015087022194667
2424,63,hated,embed,local,1,a,none,none,mechanic,senator,doubted,herself,The mechanic that the senator hated doubted herself . <eos>,The mechanic that the senator hated doubted herself .,the mechanic that the senator hated doubted ***mask*** .,8.80459009273261
2425,63,hated,embed,local,1,b,none,none,senator,mechanic,doubted,herself,The senator that the mechanic hated doubted herself . <eos>,The senator that the mechanic hated doubted herself .,the senator that the mechanic hated doubted ***mask*** .,10.459329421566805
2426,63,hated,embed,local,1,c,none,none,banker,senator,doubted,herself,The banker that the senator hated doubted herself . <eos>,The banker that the senator hated doubted herself .,the banker that the senator hated doubted ***mask*** .,9.742744677712162
2427,63,hated,embed,local,1,d,none,none,senator,banker,doubted,herself,The senator that the banker hated doubted herself . <eos>,The senator that the banker hated doubted herself .,the senator that the banker hated doubted ***mask*** .,10.717215561010377
2428,63,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,senator,doubted,herself,The mechanics that the senator hated doubted herself . <eos>,The mechanics that the senator hated doubted herself .,the mechanics that the senator hated doubted ***mask*** .,9.950014057880585
2429,63,hated,embed,nonlocal,0,b,matrix_subj,number,senators,mechanic,doubted,herself,The senators that the mechanic hated doubted herself . <eos>,The senators that the mechanic hated doubted herself .,the senators that the mechanic hated doubted ***mask*** .,10.265768871248296
2430,63,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,senator,doubted,herself,The bankers that the senator hated doubted herself . <eos>,The bankers that the senator hated doubted herself .,the bankers that the senator hated doubted ***mask*** .,9.650321244782358
2431,63,hated,embed,nonlocal,0,d,matrix_subj,number,senators,banker,doubted,herself,The senators that the banker hated doubted herself . <eos>,The senators that the banker hated doubted herself .,the senators that the banker hated doubted ***mask*** .,11.696782524400808
2432,63,hated,embed,local,1,a,rc_subj,number,mechanic,senators,doubted,herself,The mechanic that the senators hated doubted herself . <eos>,The mechanic that the senators hated doubted herself .,the mechanic that the senators hated doubted ***mask*** .,9.270047506230307
2433,63,hated,embed,local,1,b,rc_subj,number,senator,mechanics,doubted,herself,The senator that the mechanics hated doubted herself . <eos>,The senator that the mechanics hated doubted herself .,the senator that the mechanics hated doubted ***mask*** .,10.243677424213347
2434,63,hated,embed,local,1,c,rc_subj,number,banker,senators,doubted,herself,The banker that the senators hated doubted herself . <eos>,The banker that the senators hated doubted herself .,the banker that the senators hated doubted ***mask*** .,9.58842229335374
2435,63,hated,embed,local,1,d,rc_subj,number,senator,bankers,doubted,herself,The senator that the bankers hated doubted herself . <eos>,The senator that the bankers hated doubted herself .,the senator that the bankers hated doubted ***mask*** .,10.761503418029047
2436,64,hated,embed,local,1,a,none,none,mechanic,consultant,hurt,herself,The mechanic that the consultant hated hurt herself . <eos>,The mechanic that the consultant hated hurt herself .,the mechanic that the consultant hated hurt ***mask*** .,10.424493067331854
2437,64,hated,embed,local,1,b,none,none,consultant,mechanic,hurt,herself,The consultant that the mechanic hated hurt herself . <eos>,The consultant that the mechanic hated hurt herself .,the consultant that the mechanic hated hurt ***mask*** .,10.711751217963377
2438,64,hated,embed,local,1,c,none,none,banker,consultant,hurt,herself,The banker that the consultant hated hurt herself . <eos>,The banker that the consultant hated hurt herself .,the banker that the consultant hated hurt ***mask*** .,11.195103575149377
2439,64,hated,embed,local,1,d,none,none,consultant,banker,hurt,herself,The consultant that the banker hated hurt herself . <eos>,The consultant that the banker hated hurt herself .,the consultant that the banker hated hurt ***mask*** .,11.436393599391426
2440,64,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,hurt,herself,The mechanics that the consultant hated hurt herself . <eos>,The mechanics that the consultant hated hurt herself .,the mechanics that the consultant hated hurt ***mask*** .,11.675126306072082
2441,64,hated,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,hurt,herself,The consultants that the mechanic hated hurt herself . <eos>,The consultants that the mechanic hated hurt herself .,the consultants that the mechanic hated hurt ***mask*** .,11.33384557596419
2442,64,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,hurt,herself,The bankers that the consultant hated hurt herself . <eos>,The bankers that the consultant hated hurt herself .,the bankers that the consultant hated hurt ***mask*** .,11.413836413932735
2443,64,hated,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,hurt,herself,The consultants that the banker hated hurt herself . <eos>,The consultants that the banker hated hurt herself .,the consultants that the banker hated hurt ***mask*** .,11.893885671281653
2444,64,hated,embed,local,1,a,rc_subj,number,mechanic,consultants,hurt,herself,The mechanic that the consultants hated hurt herself . <eos>,The mechanic that the consultants hated hurt herself .,the mechanic that the consultants hated hurt ***mask*** .,9.99497688638937
2445,64,hated,embed,local,1,b,rc_subj,number,consultant,mechanics,hurt,herself,The consultant that the mechanics hated hurt herself . <eos>,The consultant that the mechanics hated hurt herself .,the consultant that the mechanics hated hurt ***mask*** .,10.443357366963207
2446,64,hated,embed,local,1,c,rc_subj,number,banker,consultants,hurt,herself,The banker that the consultants hated hurt herself . <eos>,The banker that the consultants hated hurt herself .,the banker that the consultants hated hurt ***mask*** .,10.838637269580131
2447,64,hated,embed,local,1,d,rc_subj,number,consultant,bankers,hurt,herself,The consultant that the bankers hated hurt herself . <eos>,The consultant that the bankers hated hurt herself .,the consultant that the bankers hated hurt ***mask*** .,11.849000034461602
2448,65,hated,embed,local,1,a,none,none,mechanic,consultant,injured,herself,The mechanic that the consultant hated injured herself . <eos>,The mechanic that the consultant hated injured herself .,the mechanic that the consultant hated injured ***mask*** .,10.874461507703913
2449,65,hated,embed,local,1,b,none,none,consultant,mechanic,injured,herself,The consultant that the mechanic hated injured herself . <eos>,The consultant that the mechanic hated injured herself .,the consultant that the mechanic hated injured ***mask*** .,12.332526535057882
2450,65,hated,embed,local,1,c,none,none,banker,consultant,injured,herself,The banker that the consultant hated injured herself . <eos>,The banker that the consultant hated injured herself .,the banker that the consultant hated injured ***mask*** .,15.338415092870298
2451,65,hated,embed,local,1,d,none,none,consultant,banker,injured,herself,The consultant that the banker hated injured herself . <eos>,The consultant that the banker hated injured herself .,the consultant that the banker hated injured ***mask*** .,12.670616149838068
2452,65,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,injured,herself,The mechanics that the consultant hated injured herself . <eos>,The mechanics that the consultant hated injured herself .,the mechanics that the consultant hated injured ***mask*** .,12.279319551185951
2453,65,hated,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,injured,herself,The consultants that the mechanic hated injured herself . <eos>,The consultants that the mechanic hated injured herself .,the consultants that the mechanic hated injured ***mask*** .,11.629209511202017
2454,65,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,injured,herself,The bankers that the consultant hated injured herself . <eos>,The bankers that the consultant hated injured herself .,the bankers that the consultant hated injured ***mask*** .,11.975598024464748
2455,65,hated,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,injured,herself,The consultants that the banker hated injured herself . <eos>,The consultants that the banker hated injured herself .,the consultants that the banker hated injured ***mask*** .,11.536481862940404
2456,65,hated,embed,local,1,a,rc_subj,number,mechanic,consultants,injured,herself,The mechanic that the consultants hated injured herself . <eos>,The mechanic that the consultants hated injured herself .,the mechanic that the consultants hated injured ***mask*** .,10.935109251046047
2457,65,hated,embed,local,1,b,rc_subj,number,consultant,mechanics,injured,herself,The consultant that the mechanics hated injured herself . <eos>,The consultant that the mechanics hated injured herself .,the consultant that the mechanics hated injured ***mask*** .,13.636605652191209
2458,65,hated,embed,local,1,c,rc_subj,number,banker,consultants,injured,herself,The banker that the consultants hated injured herself . <eos>,The banker that the consultants hated injured herself .,the banker that the consultants hated injured ***mask*** .,15.27390036127825
2459,65,hated,embed,local,1,d,rc_subj,number,consultant,bankers,injured,herself,The consultant that the bankers hated injured herself . <eos>,The consultant that the bankers hated injured herself .,the consultant that the bankers hated injured ***mask*** .,12.920903622444511
2460,66,hated,embed,local,1,a,none,none,mechanic,consultant,congratulated,herself,The mechanic that the consultant hated congratulated herself . <eos>,The mechanic that the consultant hated congratulated herself .,the mechanic that the consultant hated congratulated ***mask*** .,8.620325237592311
2461,66,hated,embed,local,1,b,none,none,consultant,mechanic,congratulated,herself,The consultant that the mechanic hated congratulated herself . <eos>,The consultant that the mechanic hated congratulated herself .,the consultant that the mechanic hated congratulated ***mask*** .,8.920228617911143
2462,66,hated,embed,local,1,c,none,none,banker,consultant,congratulated,herself,The banker that the consultant hated congratulated herself . <eos>,The banker that the consultant hated congratulated herself .,the banker that the consultant hated congratulated ***mask*** .,9.699375688489996
2463,66,hated,embed,local,1,d,none,none,consultant,banker,congratulated,herself,The consultant that the banker hated congratulated herself . <eos>,The consultant that the banker hated congratulated herself .,the consultant that the banker hated congratulated ***mask*** .,9.799147929512316
2464,66,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,congratulated,herself,The mechanics that the consultant hated congratulated herself . <eos>,The mechanics that the consultant hated congratulated herself .,the mechanics that the consultant hated congratulated ***mask*** .,9.257476841756917
2465,66,hated,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,congratulated,herself,The consultants that the mechanic hated congratulated herself . <eos>,The consultants that the mechanic hated congratulated herself .,the consultants that the mechanic hated congratulated ***mask*** .,9.149152089548242
2466,66,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,congratulated,herself,The bankers that the consultant hated congratulated herself . <eos>,The bankers that the consultant hated congratulated herself .,the bankers that the consultant hated congratulated ***mask*** .,10.203460970360613
2467,66,hated,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,congratulated,herself,The consultants that the banker hated congratulated herself . <eos>,The consultants that the banker hated congratulated herself .,the consultants that the banker hated congratulated ***mask*** .,10.275945855336229
