item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
68,hated,embed,local,1,d,none,none,consultants,bankers,disguised,themselves,The consultants that the bankers hated disguised themselves . <eos>,The consultants that the bankers hated disguised themselves .
68,hated,embed,nonlocal,0,a,rc_subj,number,mechanics,consultant,disguised,themselves,The mechanics that the consultant hated disguised themselves . <eos>,The mechanics that the consultant hated disguised themselves .
68,hated,embed,nonlocal,0,b,rc_subj,number,consultants,mechanic,disguised,themselves,The consultants that the mechanic hated disguised themselves . <eos>,The consultants that the mechanic hated disguised themselves .
68,hated,embed,nonlocal,0,c,rc_subj,number,bankers,consultant,disguised,themselves,The bankers that the consultant hated disguised themselves . <eos>,The bankers that the consultant hated disguised themselves .
68,hated,embed,nonlocal,0,d,rc_subj,number,consultants,banker,disguised,themselves,The consultants that the banker hated disguised themselves . <eos>,The consultants that the banker hated disguised themselves .
68,hated,embed,local,1,a,matrix_subj,number,mechanic,consultants,disguised,themselves,The mechanic that the consultants hated disguised themselves . <eos>,The mechanic that the consultants hated disguised themselves .
68,hated,embed,local,1,b,matrix_subj,number,consultant,mechanics,disguised,themselves,The consultant that the mechanics hated disguised themselves . <eos>,The consultant that the mechanics hated disguised themselves .
68,hated,embed,local,1,c,matrix_subj,number,banker,consultants,disguised,themselves,The banker that the consultants hated disguised themselves . <eos>,The banker that the consultants hated disguised themselves .
68,hated,embed,local,1,d,matrix_subj,number,consultant,bankers,disguised,themselves,The consultant that the bankers hated disguised themselves . <eos>,The consultant that the bankers hated disguised themselves .
69,hated,embed,local,1,a,none,none,mechanics,consultants,hated,themselves,The mechanics that the consultants hated hated themselves . <eos>,The mechanics that the consultants hated hated themselves .
69,hated,embed,local,1,b,none,none,consultants,mechanics,hated,themselves,The consultants that the mechanics hated hated themselves . <eos>,The consultants that the mechanics hated hated themselves .
69,hated,embed,local,1,c,none,none,bankers,consultants,hated,themselves,The bankers that the consultants hated hated themselves . <eos>,The bankers that the consultants hated hated themselves .
69,hated,embed,local,1,d,none,none,consultants,bankers,hated,themselves,The consultants that the bankers hated hated themselves . <eos>,The consultants that the bankers hated hated themselves .
69,hated,embed,nonlocal,0,a,rc_subj,number,mechanics,consultant,hated,themselves,The mechanics that the consultant hated hated themselves . <eos>,The mechanics that the consultant hated hated themselves .
69,hated,embed,nonlocal,0,b,rc_subj,number,consultants,mechanic,hated,themselves,The consultants that the mechanic hated hated themselves . <eos>,The consultants that the mechanic hated hated themselves .
69,hated,embed,nonlocal,0,c,rc_subj,number,bankers,consultant,hated,themselves,The bankers that the consultant hated hated themselves . <eos>,The bankers that the consultant hated hated themselves .
69,hated,embed,nonlocal,0,d,rc_subj,number,consultants,banker,hated,themselves,The consultants that the banker hated hated themselves . <eos>,The consultants that the banker hated hated themselves .
69,hated,embed,local,1,a,matrix_subj,number,mechanic,consultants,hated,themselves,The mechanic that the consultants hated hated themselves . <eos>,The mechanic that the consultants hated hated themselves .
69,hated,embed,local,1,b,matrix_subj,number,consultant,mechanics,hated,themselves,The consultant that the mechanics hated hated themselves . <eos>,The consultant that the mechanics hated hated themselves .
69,hated,embed,local,1,c,matrix_subj,number,banker,consultants,hated,themselves,The banker that the consultants hated hated themselves . <eos>,The banker that the consultants hated hated themselves .
69,hated,embed,local,1,d,matrix_subj,number,consultant,bankers,hated,themselves,The consultant that the bankers hated hated themselves . <eos>,The consultant that the bankers hated hated themselves .
70,hated,embed,local,1,a,none,none,mechanics,consultants,doubted,themselves,The mechanics that the consultants hated doubted themselves . <eos>,The mechanics that the consultants hated doubted themselves .
70,hated,embed,local,1,b,none,none,consultants,mechanics,doubted,themselves,The consultants that the mechanics hated doubted themselves . <eos>,The consultants that the mechanics hated doubted themselves .
70,hated,embed,local,1,c,none,none,bankers,consultants,doubted,themselves,The bankers that the consultants hated doubted themselves . <eos>,The bankers that the consultants hated doubted themselves .
70,hated,embed,local,1,d,none,none,consultants,bankers,doubted,themselves,The consultants that the bankers hated doubted themselves . <eos>,The consultants that the bankers hated doubted themselves .
70,hated,embed,nonlocal,0,a,rc_subj,number,mechanics,consultant,doubted,themselves,The mechanics that the consultant hated doubted themselves . <eos>,The mechanics that the consultant hated doubted themselves .
70,hated,embed,nonlocal,0,b,rc_subj,number,consultants,mechanic,doubted,themselves,The consultants that the mechanic hated doubted themselves . <eos>,The consultants that the mechanic hated doubted themselves .
70,hated,embed,nonlocal,0,c,rc_subj,number,bankers,consultant,doubted,themselves,The bankers that the consultant hated doubted themselves . <eos>,The bankers that the consultant hated doubted themselves .
70,hated,embed,nonlocal,0,d,rc_subj,number,consultants,banker,doubted,themselves,The consultants that the banker hated doubted themselves . <eos>,The consultants that the banker hated doubted themselves .
70,hated,embed,local,1,a,matrix_subj,number,mechanic,consultants,doubted,themselves,The mechanic that the consultants hated doubted themselves . <eos>,The mechanic that the consultants hated doubted themselves .
70,hated,embed,local,1,b,matrix_subj,number,consultant,mechanics,doubted,themselves,The consultant that the mechanics hated doubted themselves . <eos>,The consultant that the mechanics hated doubted themselves .
70,hated,embed,local,1,c,matrix_subj,number,banker,consultants,doubted,themselves,The banker that the consultants hated doubted themselves . <eos>,The banker that the consultants hated doubted themselves .
70,hated,embed,local,1,d,matrix_subj,number,consultant,bankers,doubted,themselves,The consultant that the bankers hated doubted themselves . <eos>,The consultant that the bankers hated doubted themselves .
1,admired,embed,local,1,a,none,none,mechanics,authors,hurt,themselves,The mechanics that the authors admired hurt themselves . <eos>,The mechanics that the authors admired hurt themselves .
1,admired,embed,local,1,b,none,none,authors,mechanics,hurt,themselves,The authors that the mechanics admired hurt themselves . <eos>,The authors that the mechanics admired hurt themselves .
1,admired,embed,local,1,c,none,none,bankers,authors,hurt,themselves,The bankers that the authors admired hurt themselves . <eos>,The bankers that the authors admired hurt themselves .
1,admired,embed,local,1,d,none,none,authors,bankers,hurt,themselves,The authors that the bankers admired hurt themselves . <eos>,The authors that the bankers admired hurt themselves .
1,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,author,hurt,themselves,The mechanics that the author admired hurt themselves . <eos>,The mechanics that the author admired hurt themselves .
1,admired,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,hurt,themselves,The authors that the mechanic admired hurt themselves . <eos>,The authors that the mechanic admired hurt themselves .
1,admired,embed,nonlocal,0,c,rc_subj,number,bankers,author,hurt,themselves,The bankers that the author admired hurt themselves . <eos>,The bankers that the author admired hurt themselves .
1,admired,embed,nonlocal,0,d,rc_subj,number,authors,banker,hurt,themselves,The authors that the banker admired hurt themselves . <eos>,The authors that the banker admired hurt themselves .
1,admired,embed,local,1,a,matrix_subj,number,mechanic,authors,hurt,themselves,The mechanic that the authors admired hurt themselves . <eos>,The mechanic that the authors admired hurt themselves .
1,admired,embed,local,1,b,matrix_subj,number,author,mechanics,hurt,themselves,The author that the mechanics admired hurt themselves . <eos>,The author that the mechanics admired hurt themselves .
1,admired,embed,local,1,c,matrix_subj,number,banker,authors,hurt,themselves,The banker that the authors admired hurt themselves . <eos>,The banker that the authors admired hurt themselves .
1,admired,embed,local,1,d,matrix_subj,number,author,bankers,hurt,themselves,The author that the bankers admired hurt themselves . <eos>,The author that the bankers admired hurt themselves .
2,admired,embed,local,1,a,none,none,mechanics,authors,injured,themselves,The mechanics that the authors admired injured themselves . <eos>,The mechanics that the authors admired injured themselves .
2,admired,embed,local,1,b,none,none,authors,mechanics,injured,themselves,The authors that the mechanics admired injured themselves . <eos>,The authors that the mechanics admired injured themselves .
2,admired,embed,local,1,c,none,none,bankers,authors,injured,themselves,The bankers that the authors admired injured themselves . <eos>,The bankers that the authors admired injured themselves .
2,admired,embed,local,1,d,none,none,authors,bankers,injured,themselves,The authors that the bankers admired injured themselves . <eos>,The authors that the bankers admired injured themselves .
2,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,author,injured,themselves,The mechanics that the author admired injured themselves . <eos>,The mechanics that the author admired injured themselves .
2,admired,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,injured,themselves,The authors that the mechanic admired injured themselves . <eos>,The authors that the mechanic admired injured themselves .
2,admired,embed,nonlocal,0,c,rc_subj,number,bankers,author,injured,themselves,The bankers that the author admired injured themselves . <eos>,The bankers that the author admired injured themselves .
2,admired,embed,nonlocal,0,d,rc_subj,number,authors,banker,injured,themselves,The authors that the banker admired injured themselves . <eos>,The authors that the banker admired injured themselves .
2,admired,embed,local,1,a,matrix_subj,number,mechanic,authors,injured,themselves,The mechanic that the authors admired injured themselves . <eos>,The mechanic that the authors admired injured themselves .
2,admired,embed,local,1,b,matrix_subj,number,author,mechanics,injured,themselves,The author that the mechanics admired injured themselves . <eos>,The author that the mechanics admired injured themselves .
2,admired,embed,local,1,c,matrix_subj,number,banker,authors,injured,themselves,The banker that the authors admired injured themselves . <eos>,The banker that the authors admired injured themselves .
2,admired,embed,local,1,d,matrix_subj,number,author,bankers,injured,themselves,The author that the bankers admired injured themselves . <eos>,The author that the bankers admired injured themselves .
3,admired,embed,local,1,a,none,none,mechanics,authors,congratulated,themselves,The mechanics that the authors admired congratulated themselves . <eos>,The mechanics that the authors admired congratulated themselves .
3,admired,embed,local,1,b,none,none,authors,mechanics,congratulated,themselves,The authors that the mechanics admired congratulated themselves . <eos>,The authors that the mechanics admired congratulated themselves .
3,admired,embed,local,1,c,none,none,bankers,authors,congratulated,themselves,The bankers that the authors admired congratulated themselves . <eos>,The bankers that the authors admired congratulated themselves .
3,admired,embed,local,1,d,none,none,authors,bankers,congratulated,themselves,The authors that the bankers admired congratulated themselves . <eos>,The authors that the bankers admired congratulated themselves .
3,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,author,congratulated,themselves,The mechanics that the author admired congratulated themselves . <eos>,The mechanics that the author admired congratulated themselves .
3,admired,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,congratulated,themselves,The authors that the mechanic admired congratulated themselves . <eos>,The authors that the mechanic admired congratulated themselves .
3,admired,embed,nonlocal,0,c,rc_subj,number,bankers,author,congratulated,themselves,The bankers that the author admired congratulated themselves . <eos>,The bankers that the author admired congratulated themselves .
3,admired,embed,nonlocal,0,d,rc_subj,number,authors,banker,congratulated,themselves,The authors that the banker admired congratulated themselves . <eos>,The authors that the banker admired congratulated themselves .
3,admired,embed,local,1,a,matrix_subj,number,mechanic,authors,congratulated,themselves,The mechanic that the authors admired congratulated themselves . <eos>,The mechanic that the authors admired congratulated themselves .
3,admired,embed,local,1,b,matrix_subj,number,author,mechanics,congratulated,themselves,The author that the mechanics admired congratulated themselves . <eos>,The author that the mechanics admired congratulated themselves .
3,admired,embed,local,1,c,matrix_subj,number,banker,authors,congratulated,themselves,The banker that the authors admired congratulated themselves . <eos>,The banker that the authors admired congratulated themselves .
3,admired,embed,local,1,d,matrix_subj,number,author,bankers,congratulated,themselves,The author that the bankers admired congratulated themselves . <eos>,The author that the bankers admired congratulated themselves .
4,admired,embed,local,1,a,none,none,mechanics,authors,embarrassed,themselves,The mechanics that the authors admired embarrassed themselves . <eos>,The mechanics that the authors admired embarrassed themselves .
4,admired,embed,local,1,b,none,none,authors,mechanics,embarrassed,themselves,The authors that the mechanics admired embarrassed themselves . <eos>,The authors that the mechanics admired embarrassed themselves .
4,admired,embed,local,1,c,none,none,bankers,authors,embarrassed,themselves,The bankers that the authors admired embarrassed themselves . <eos>,The bankers that the authors admired embarrassed themselves .
4,admired,embed,local,1,d,none,none,authors,bankers,embarrassed,themselves,The authors that the bankers admired embarrassed themselves . <eos>,The authors that the bankers admired embarrassed themselves .
4,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,author,embarrassed,themselves,The mechanics that the author admired embarrassed themselves . <eos>,The mechanics that the author admired embarrassed themselves .
4,admired,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,embarrassed,themselves,The authors that the mechanic admired embarrassed themselves . <eos>,The authors that the mechanic admired embarrassed themselves .
4,admired,embed,nonlocal,0,c,rc_subj,number,bankers,author,embarrassed,themselves,The bankers that the author admired embarrassed themselves . <eos>,The bankers that the author admired embarrassed themselves .
4,admired,embed,nonlocal,0,d,rc_subj,number,authors,banker,embarrassed,themselves,The authors that the banker admired embarrassed themselves . <eos>,The authors that the banker admired embarrassed themselves .
4,admired,embed,local,1,a,matrix_subj,number,mechanic,authors,embarrassed,themselves,The mechanic that the authors admired embarrassed themselves . <eos>,The mechanic that the authors admired embarrassed themselves .
4,admired,embed,local,1,b,matrix_subj,number,author,mechanics,embarrassed,themselves,The author that the mechanics admired embarrassed themselves . <eos>,The author that the mechanics admired embarrassed themselves .
4,admired,embed,local,1,c,matrix_subj,number,banker,authors,embarrassed,themselves,The banker that the authors admired embarrassed themselves . <eos>,The banker that the authors admired embarrassed themselves .
4,admired,embed,local,1,d,matrix_subj,number,author,bankers,embarrassed,themselves,The author that the bankers admired embarrassed themselves . <eos>,The author that the bankers admired embarrassed themselves .
5,admired,embed,local,1,a,none,none,mechanics,authors,disguised,themselves,The mechanics that the authors admired disguised themselves . <eos>,The mechanics that the authors admired disguised themselves .
5,admired,embed,local,1,b,none,none,authors,mechanics,disguised,themselves,The authors that the mechanics admired disguised themselves . <eos>,The authors that the mechanics admired disguised themselves .
5,admired,embed,local,1,c,none,none,bankers,authors,disguised,themselves,The bankers that the authors admired disguised themselves . <eos>,The bankers that the authors admired disguised themselves .
5,admired,embed,local,1,d,none,none,authors,bankers,disguised,themselves,The authors that the bankers admired disguised themselves . <eos>,The authors that the bankers admired disguised themselves .
5,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,author,disguised,themselves,The mechanics that the author admired disguised themselves . <eos>,The mechanics that the author admired disguised themselves .
5,admired,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,disguised,themselves,The authors that the mechanic admired disguised themselves . <eos>,The authors that the mechanic admired disguised themselves .
5,admired,embed,nonlocal,0,c,rc_subj,number,bankers,author,disguised,themselves,The bankers that the author admired disguised themselves . <eos>,The bankers that the author admired disguised themselves .
5,admired,embed,nonlocal,0,d,rc_subj,number,authors,banker,disguised,themselves,The authors that the banker admired disguised themselves . <eos>,The authors that the banker admired disguised themselves .
5,admired,embed,local,1,a,matrix_subj,number,mechanic,authors,disguised,themselves,The mechanic that the authors admired disguised themselves . <eos>,The mechanic that the authors admired disguised themselves .
5,admired,embed,local,1,b,matrix_subj,number,author,mechanics,disguised,themselves,The author that the mechanics admired disguised themselves . <eos>,The author that the mechanics admired disguised themselves .
5,admired,embed,local,1,c,matrix_subj,number,banker,authors,disguised,themselves,The banker that the authors admired disguised themselves . <eos>,The banker that the authors admired disguised themselves .
5,admired,embed,local,1,d,matrix_subj,number,author,bankers,disguised,themselves,The author that the bankers admired disguised themselves . <eos>,The author that the bankers admired disguised themselves .
6,admired,embed,local,1,a,none,none,mechanics,authors,hated,themselves,The mechanics that the authors admired hated themselves . <eos>,The mechanics that the authors admired hated themselves .
6,admired,embed,local,1,b,none,none,authors,mechanics,hated,themselves,The authors that the mechanics admired hated themselves . <eos>,The authors that the mechanics admired hated themselves .
6,admired,embed,local,1,c,none,none,bankers,authors,hated,themselves,The bankers that the authors admired hated themselves . <eos>,The bankers that the authors admired hated themselves .
6,admired,embed,local,1,d,none,none,authors,bankers,hated,themselves,The authors that the bankers admired hated themselves . <eos>,The authors that the bankers admired hated themselves .
6,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,author,hated,themselves,The mechanics that the author admired hated themselves . <eos>,The mechanics that the author admired hated themselves .
6,admired,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,hated,themselves,The authors that the mechanic admired hated themselves . <eos>,The authors that the mechanic admired hated themselves .
6,admired,embed,nonlocal,0,c,rc_subj,number,bankers,author,hated,themselves,The bankers that the author admired hated themselves . <eos>,The bankers that the author admired hated themselves .
6,admired,embed,nonlocal,0,d,rc_subj,number,authors,banker,hated,themselves,The authors that the banker admired hated themselves . <eos>,The authors that the banker admired hated themselves .
6,admired,embed,local,1,a,matrix_subj,number,mechanic,authors,hated,themselves,The mechanic that the authors admired hated themselves . <eos>,The mechanic that the authors admired hated themselves .
6,admired,embed,local,1,b,matrix_subj,number,author,mechanics,hated,themselves,The author that the mechanics admired hated themselves . <eos>,The author that the mechanics admired hated themselves .
6,admired,embed,local,1,c,matrix_subj,number,banker,authors,hated,themselves,The banker that the authors admired hated themselves . <eos>,The banker that the authors admired hated themselves .
6,admired,embed,local,1,d,matrix_subj,number,author,bankers,hated,themselves,The author that the bankers admired hated themselves . <eos>,The author that the bankers admired hated themselves .
7,admired,embed,local,1,a,none,none,mechanics,authors,doubted,themselves,The mechanics that the authors admired doubted themselves . <eos>,The mechanics that the authors admired doubted themselves .
7,admired,embed,local,1,b,none,none,authors,mechanics,doubted,themselves,The authors that the mechanics admired doubted themselves . <eos>,The authors that the mechanics admired doubted themselves .
7,admired,embed,local,1,c,none,none,bankers,authors,doubted,themselves,The bankers that the authors admired doubted themselves . <eos>,The bankers that the authors admired doubted themselves .
7,admired,embed,local,1,d,none,none,authors,bankers,doubted,themselves,The authors that the bankers admired doubted themselves . <eos>,The authors that the bankers admired doubted themselves .
7,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,author,doubted,themselves,The mechanics that the author admired doubted themselves . <eos>,The mechanics that the author admired doubted themselves .
7,admired,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,doubted,themselves,The authors that the mechanic admired doubted themselves . <eos>,The authors that the mechanic admired doubted themselves .
7,admired,embed,nonlocal,0,c,rc_subj,number,bankers,author,doubted,themselves,The bankers that the author admired doubted themselves . <eos>,The bankers that the author admired doubted themselves .
7,admired,embed,nonlocal,0,d,rc_subj,number,authors,banker,doubted,themselves,The authors that the banker admired doubted themselves . <eos>,The authors that the banker admired doubted themselves .
7,admired,embed,local,1,a,matrix_subj,number,mechanic,authors,doubted,themselves,The mechanic that the authors admired doubted themselves . <eos>,The mechanic that the authors admired doubted themselves .
7,admired,embed,local,1,b,matrix_subj,number,author,mechanics,doubted,themselves,The author that the mechanics admired doubted themselves . <eos>,The author that the mechanics admired doubted themselves .
7,admired,embed,local,1,c,matrix_subj,number,banker,authors,doubted,themselves,The banker that the authors admired doubted themselves . <eos>,The banker that the authors admired doubted themselves .
7,admired,embed,local,1,d,matrix_subj,number,author,bankers,doubted,themselves,The author that the bankers admired doubted themselves . <eos>,The author that the bankers admired doubted themselves .
8,admired,embed,local,1,a,none,none,mechanics,pilots,hurt,themselves,The mechanics that the pilots admired hurt themselves . <eos>,The mechanics that the pilots admired hurt themselves .
8,admired,embed,local,1,b,none,none,pilots,mechanics,hurt,themselves,The pilots that the mechanics admired hurt themselves . <eos>,The pilots that the mechanics admired hurt themselves .
8,admired,embed,local,1,c,none,none,bankers,pilots,hurt,themselves,The bankers that the pilots admired hurt themselves . <eos>,The bankers that the pilots admired hurt themselves .
8,admired,embed,local,1,d,none,none,pilots,bankers,hurt,themselves,The pilots that the bankers admired hurt themselves . <eos>,The pilots that the bankers admired hurt themselves .
8,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,pilot,hurt,themselves,The mechanics that the pilot admired hurt themselves . <eos>,The mechanics that the pilot admired hurt themselves .
8,admired,embed,nonlocal,0,b,rc_subj,number,pilots,mechanic,hurt,themselves,The pilots that the mechanic admired hurt themselves . <eos>,The pilots that the mechanic admired hurt themselves .
8,admired,embed,nonlocal,0,c,rc_subj,number,bankers,pilot,hurt,themselves,The bankers that the pilot admired hurt themselves . <eos>,The bankers that the pilot admired hurt themselves .
8,admired,embed,nonlocal,0,d,rc_subj,number,pilots,banker,hurt,themselves,The pilots that the banker admired hurt themselves . <eos>,The pilots that the banker admired hurt themselves .
8,admired,embed,local,1,a,matrix_subj,number,mechanic,pilots,hurt,themselves,The mechanic that the pilots admired hurt themselves . <eos>,The mechanic that the pilots admired hurt themselves .
8,admired,embed,local,1,b,matrix_subj,number,pilot,mechanics,hurt,themselves,The pilot that the mechanics admired hurt themselves . <eos>,The pilot that the mechanics admired hurt themselves .
8,admired,embed,local,1,c,matrix_subj,number,banker,pilots,hurt,themselves,The banker that the pilots admired hurt themselves . <eos>,The banker that the pilots admired hurt themselves .
8,admired,embed,local,1,d,matrix_subj,number,pilot,bankers,hurt,themselves,The pilot that the bankers admired hurt themselves . <eos>,The pilot that the bankers admired hurt themselves .
9,admired,embed,local,1,a,none,none,mechanics,pilots,injured,themselves,The mechanics that the pilots admired injured themselves . <eos>,The mechanics that the pilots admired injured themselves .
9,admired,embed,local,1,b,none,none,pilots,mechanics,injured,themselves,The pilots that the mechanics admired injured themselves . <eos>,The pilots that the mechanics admired injured themselves .
9,admired,embed,local,1,c,none,none,bankers,pilots,injured,themselves,The bankers that the pilots admired injured themselves . <eos>,The bankers that the pilots admired injured themselves .
9,admired,embed,local,1,d,none,none,pilots,bankers,injured,themselves,The pilots that the bankers admired injured themselves . <eos>,The pilots that the bankers admired injured themselves .
9,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,pilot,injured,themselves,The mechanics that the pilot admired injured themselves . <eos>,The mechanics that the pilot admired injured themselves .
9,admired,embed,nonlocal,0,b,rc_subj,number,pilots,mechanic,injured,themselves,The pilots that the mechanic admired injured themselves . <eos>,The pilots that the mechanic admired injured themselves .
9,admired,embed,nonlocal,0,c,rc_subj,number,bankers,pilot,injured,themselves,The bankers that the pilot admired injured themselves . <eos>,The bankers that the pilot admired injured themselves .
9,admired,embed,nonlocal,0,d,rc_subj,number,pilots,banker,injured,themselves,The pilots that the banker admired injured themselves . <eos>,The pilots that the banker admired injured themselves .
9,admired,embed,local,1,a,matrix_subj,number,mechanic,pilots,injured,themselves,The mechanic that the pilots admired injured themselves . <eos>,The mechanic that the pilots admired injured themselves .
9,admired,embed,local,1,b,matrix_subj,number,pilot,mechanics,injured,themselves,The pilot that the mechanics admired injured themselves . <eos>,The pilot that the mechanics admired injured themselves .
9,admired,embed,local,1,c,matrix_subj,number,banker,pilots,injured,themselves,The banker that the pilots admired injured themselves . <eos>,The banker that the pilots admired injured themselves .
9,admired,embed,local,1,d,matrix_subj,number,pilot,bankers,injured,themselves,The pilot that the bankers admired injured themselves . <eos>,The pilot that the bankers admired injured themselves .
10,admired,embed,local,1,a,none,none,mechanics,pilots,congratulated,themselves,The mechanics that the pilots admired congratulated themselves . <eos>,The mechanics that the pilots admired congratulated themselves .
10,admired,embed,local,1,b,none,none,pilots,mechanics,congratulated,themselves,The pilots that the mechanics admired congratulated themselves . <eos>,The pilots that the mechanics admired congratulated themselves .
10,admired,embed,local,1,c,none,none,bankers,pilots,congratulated,themselves,The bankers that the pilots admired congratulated themselves . <eos>,The bankers that the pilots admired congratulated themselves .
10,admired,embed,local,1,d,none,none,pilots,bankers,congratulated,themselves,The pilots that the bankers admired congratulated themselves . <eos>,The pilots that the bankers admired congratulated themselves .
10,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,pilot,congratulated,themselves,The mechanics that the pilot admired congratulated themselves . <eos>,The mechanics that the pilot admired congratulated themselves .
10,admired,embed,nonlocal,0,b,rc_subj,number,pilots,mechanic,congratulated,themselves,The pilots that the mechanic admired congratulated themselves . <eos>,The pilots that the mechanic admired congratulated themselves .
10,admired,embed,nonlocal,0,c,rc_subj,number,bankers,pilot,congratulated,themselves,The bankers that the pilot admired congratulated themselves . <eos>,The bankers that the pilot admired congratulated themselves .
10,admired,embed,nonlocal,0,d,rc_subj,number,pilots,banker,congratulated,themselves,The pilots that the banker admired congratulated themselves . <eos>,The pilots that the banker admired congratulated themselves .
10,admired,embed,local,1,a,matrix_subj,number,mechanic,pilots,congratulated,themselves,The mechanic that the pilots admired congratulated themselves . <eos>,The mechanic that the pilots admired congratulated themselves .
10,admired,embed,local,1,b,matrix_subj,number,pilot,mechanics,congratulated,themselves,The pilot that the mechanics admired congratulated themselves . <eos>,The pilot that the mechanics admired congratulated themselves .
10,admired,embed,local,1,c,matrix_subj,number,banker,pilots,congratulated,themselves,The banker that the pilots admired congratulated themselves . <eos>,The banker that the pilots admired congratulated themselves .
10,admired,embed,local,1,d,matrix_subj,number,pilot,bankers,congratulated,themselves,The pilot that the bankers admired congratulated themselves . <eos>,The pilot that the bankers admired congratulated themselves .
11,admired,embed,local,1,a,none,none,mechanics,pilots,embarrassed,themselves,The mechanics that the pilots admired embarrassed themselves . <eos>,The mechanics that the pilots admired embarrassed themselves .
11,admired,embed,local,1,b,none,none,pilots,mechanics,embarrassed,themselves,The pilots that the mechanics admired embarrassed themselves . <eos>,The pilots that the mechanics admired embarrassed themselves .
11,admired,embed,local,1,c,none,none,bankers,pilots,embarrassed,themselves,The bankers that the pilots admired embarrassed themselves . <eos>,The bankers that the pilots admired embarrassed themselves .
11,admired,embed,local,1,d,none,none,pilots,bankers,embarrassed,themselves,The pilots that the bankers admired embarrassed themselves . <eos>,The pilots that the bankers admired embarrassed themselves .
11,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,pilot,embarrassed,themselves,The mechanics that the pilot admired embarrassed themselves . <eos>,The mechanics that the pilot admired embarrassed themselves .
11,admired,embed,nonlocal,0,b,rc_subj,number,pilots,mechanic,embarrassed,themselves,The pilots that the mechanic admired embarrassed themselves . <eos>,The pilots that the mechanic admired embarrassed themselves .
11,admired,embed,nonlocal,0,c,rc_subj,number,bankers,pilot,embarrassed,themselves,The bankers that the pilot admired embarrassed themselves . <eos>,The bankers that the pilot admired embarrassed themselves .
11,admired,embed,nonlocal,0,d,rc_subj,number,pilots,banker,embarrassed,themselves,The pilots that the banker admired embarrassed themselves . <eos>,The pilots that the banker admired embarrassed themselves .
11,admired,embed,local,1,a,matrix_subj,number,mechanic,pilots,embarrassed,themselves,The mechanic that the pilots admired embarrassed themselves . <eos>,The mechanic that the pilots admired embarrassed themselves .
11,admired,embed,local,1,b,matrix_subj,number,pilot,mechanics,embarrassed,themselves,The pilot that the mechanics admired embarrassed themselves . <eos>,The pilot that the mechanics admired embarrassed themselves .
11,admired,embed,local,1,c,matrix_subj,number,banker,pilots,embarrassed,themselves,The banker that the pilots admired embarrassed themselves . <eos>,The banker that the pilots admired embarrassed themselves .
11,admired,embed,local,1,d,matrix_subj,number,pilot,bankers,embarrassed,themselves,The pilot that the bankers admired embarrassed themselves . <eos>,The pilot that the bankers admired embarrassed themselves .
12,admired,embed,local,1,a,none,none,mechanics,pilots,disguised,themselves,The mechanics that the pilots admired disguised themselves . <eos>,The mechanics that the pilots admired disguised themselves .
12,admired,embed,local,1,b,none,none,pilots,mechanics,disguised,themselves,The pilots that the mechanics admired disguised themselves . <eos>,The pilots that the mechanics admired disguised themselves .
12,admired,embed,local,1,c,none,none,bankers,pilots,disguised,themselves,The bankers that the pilots admired disguised themselves . <eos>,The bankers that the pilots admired disguised themselves .
12,admired,embed,local,1,d,none,none,pilots,bankers,disguised,themselves,The pilots that the bankers admired disguised themselves . <eos>,The pilots that the bankers admired disguised themselves .
12,admired,embed,nonlocal,0,a,rc_subj,number,mechanics,pilot,disguised,themselves,The mechanics that the pilot admired disguised themselves . <eos>,The mechanics that the pilot admired disguised themselves .
12,admired,embed,nonlocal,0,b,rc_subj,number,pilots,mechanic,disguised,themselves,The pilots that the mechanic admired disguised themselves . <eos>,The pilots that the mechanic admired disguised themselves .
12,admired,embed,nonlocal,0,c,rc_subj,number,bankers,pilot,disguised,themselves,The bankers that the pilot admired disguised themselves . <eos>,The bankers that the pilot admired disguised themselves .
12,admired,embed,nonlocal,0,d,rc_subj,number,pilots,banker,disguised,themselves,The pilots that the banker admired disguised themselves . <eos>,The pilots that the banker admired disguised themselves .
12,admired,embed,local,1,a,matrix_subj,number,mechanic,pilots,disguised,themselves,The mechanic that the pilots admired disguised themselves . <eos>,The mechanic that the pilots admired disguised themselves .
